27521.4, 550.428
27521.3, 27.521
27521.3, 27.521
27521.2, 27.521
27521.2, 27.521
27521.2, 27.521
27521.1, 27.521
27521.1, 27.521
27521.0, 27.521
27521.0, 27.521
27520.9, 27.521
27520.9, 27.521
27520.8, 27.521
27520.8, 27.521
27520.8, 55.042
27520.7, 27.521
27520.7, 990.745
27520.7, 27.521
27520.7, 27.521
27520.7, 330.248
27520.6, 27.521
27520.6, 27.521
27520.5, 27.521
27520.5, 3742.788
27520.5, 27.521
27520.5, 27.521
27520.4, 27.52
27520.4, 27.52
27520.3, 7485.522
27520.3, 27.52
27520.3, 27.52
27520.2, 5944.363
27520.2, 27.52
27520.2, 27.52
27520.1, 27.52
27520.1, 6219.543
27520.2, 825.606
27520.1, 110.08
27520.1, 27.52
27520.1, 27.52
27520.1, 137.6
27520.1, 27.52
27520.0, 27.52
27520.0, 522.88
27520.0, 908.16
27520.0, 55.04
27520.0, 357.76
27520.0, 825.6
27520.0, 3440.0
27520.0, 82.56
27519.9, 4650.863
27519.9, 27.52
27519.9, 27.52
27519.8, 27.52
27519.8, 27.52
27519.8, 2063.985
27519.9, 55.04
27519.8, 3605.094
27519.8, 990.713
27519.8, 3605.094
27519.8, 3495.015
27519.8, 550.396
27519.8, 1458.549
27519.8, 3907.812
27519.9, 7705.572
27519.8, 743.035
27519.8, 15906.444
27519.8, 27.52
27519.8, 577.916
27519.8, 660.475
27519.8, 247.678
27519.8, 165.119
27519.8, 110.079
27519.8, 6852.43
27519.8, 27.52
27519.8, 27.52
27519.8, 4045.411
27519.8, 55.04
27519.7, 770.552
27519.7, 27.52
27519.7, 27.52
27519.6, 165.118
27519.6, 27.52
27519.6, 27.52
27519.5, 27.52
27519.5, 27.52
27519.5, 27.52
27519.4, 27.519
27519.4, 27.519
27519.4, 550.388
27519.3, 24987.524
27519.3, 27.519
27519.3, 27.519
27519.2, 27.519
27519.2, 27.519
27519.2, 220.154
27519.1, 27.519
27519.1, 165.115
27519.1, 27.519
27519.1, 27.519
27519.0, 27.519
27519.0, 27.519
27519.0, 27.519
27518.9, 27.519
27518.9, 27.519
27518.8, 27.519
27518.8, 27.519
27518.8, 165.113
27518.7, 27.519
27518.7, 27.519
27518.7, 110.075
27518.6, 27.519
27518.6, 27.519
27518.5, 165.111
27518.5, 27.519
27518.5, 27.519
27518.5, 27.519
27518.4, 27.518
27518.4, 27.518
27518.3, 27.518
27518.3, 27.518
27518.3, 330.22
27518.2, 27.518
27518.2, 27.518
27518.1, 3164.582
27518.1, 110.072
27518.1, 27.518
27518.1, 27.518
27518.0, 4870.686
27518.0, 165.108
27518.0, 27.518
27518.0, 27.518
27518.0, 550.36
27517.9, 27.518
27517.9, 27.518
27517.8, 27.518
27517.8, 27.518
27517.8, 220.142
27517.7, 27.518
27517.7, 27.518
27517.7, 27.518
27517.7, 27.518
27517.7, 15767.642
27517.6, 110.07
27517.6, 27.518
27517.6, 27.518
27517.6, 27.518
27517.5, 27.518
27517.5, 27.518
27517.5, 27.518
27517.5, 27.518
27517.4, 165.104
27517.4, 27.517
27517.4, 27.517
27517.3, 55.035
27517.3, 27.517
27517.3, 27.517
27517.2, 27.517
27517.2, 27.517
27517.2, 275.172
27517.1, 2173.851
27517.1, 27.517
27517.2, 27.517
27517.1, 5310.8
27517.2, 27.517
27517.2, 4072.546
27517.2, 4127.58
27517.2, 550.344
